"sráid",8185
"tuiscint",8181
"sláinte",8179
"fás",8163
"lig",8159
"coimisiún",8141
"máire",8113
"cogadh",8075
"nós",8055
"beo",8030
"cailín",8013
"dubh",7975
"o",7937
"cáin",7914
"cheana",7873
"thiar",7865
"seasamh",7851
"luath",7848
"cúl",7831
"bán",7827
"bocht",7752
"amhrán",7746
"arna",7741
"gaoth",7738
"cor",7733
"gabháil",7713
"bonn",7691
"stair",7676
"l",7672
"inis",7647
"dream",7636
"féachaint",7636
"tógáil",7621
"plé",7616
"cumas",7520
"tit",7495
"labhair",7478
"cumann",7451
"mair",7448
"and",7434
"tábhachtach",7433
"íoc",7432
"clann",7429
"sórt",7417
"ollscoil",7385
"bád",7376
"scéim",7354
"i_láthair",7340
"bia",7337
"um",7272
"gabh",7244
"iontach",7231
"cead",7219
"foghlaim",7192
"fonn",7175
"lán",7162
"tacaíocht",7102
"deas",7101
"mol",7095
"abhaile",7079
"grá",7049
"solas",7037
"gearr",7029
"seachas",7025
"beatha",7011
"leathanach",6977
"john",6970
"cúram",6935
"brí",6889
"saor",6885
"pointe",6881
"leanbh",6861
"tuaisceart",6857
"amhlaidh",6780
"céim",6777
"tuairisc",6757
"úd",6728
"crann",6726
"rí",6712
"to",6685
"comórtas",6655
"tráth",6648
"leagan",6646
"cuairt",6642
"fanacht",6640
"breatain",6628
"i_mbun",6611
"eaglais",6600
"cloch",6590
"díol",6587
"teastaigh",6535
"domhnach",6529
"soláthar",6528
"cill",6525
"smaoineamh",6523
"mír",6521
"páirtí",6517
"olc",6515
"áireamh",6506
"file",6503
"plean",6497
"uasal",6496
"páirt",6494
"ar_nós",6491
"ól",6477
"tomás",6471
"leibhéal",6469
"iúl",6468
"rogha",6423
"iarr",6423
"léigh",6402
"labhairt",6391
"aontas",6383
"conas",6381
"leag",6364
"farraige",6363
"teaghlach",6360
"sasana",6359
"foirm",6342
"laghad",6326
"té",6326
"sóisialta",6324
"foráil",6280
"úr",6280
"amhras",6280
"loch",6270
"dath",6267
"ama",6261
"gné",6252
"toisc",6247
"samhradh",6235
"deireanach",6208
"ionann",6206
"lorg",6200
"sraith",6174
"clog",6173
"éisteacht",6168
"os",6164
"léiriú",6164
"cas",6151
"aithne",6145
"éireannach",6107
"suim",6086
"leath",6067
"lár",6065
"fóill",6060
"dócha",6043
"píosa",6032
"litir",6032
"thíos",6017
"fiche",6013
"moladh",6006
"ar_son",6001
"grian",5988
"bunaigh",5968
"teideal",5959
"éigean",5926
"rang",5885
"dúchas",5878
"féile",5877
"béal_feirste",5867
"turas",5865
"brú",5862
"bunú",5840
"coinneáil",5834
"páirc",5828
"domhain",5817
"tráthnóna",5800
"deacair",5791
"sibh",5787
"cruinniú",5776
"scannán",5756
"cuimhne",5748
"seol",5747
"tarraing",5741
"tarraingt",5708
"buachaill",5699
"comhphobal",5695
"speisialta",5694
"caill",5694
"arm",5683
"páipéar",5681
"teilifís",5601
"cuntas",5601
"corcaigh",5595
"cinneadh",5588
"cultúr",5578
"iompar",5574
"meiriceá",5548
"léamh",5545
"polasaí",5517
"dáta",5499
"líne",5498
"dún",5489
"corp",5484
"craobh",5476
"deich",5476
"dráma",5464
"trácht",5458
"léann",5457
"mian",5453
"bunaithe",5427
"beart",5426
"tine",5401
"freagra",5396
"cosaint",5363
"cabhair",5354
"réimse",5342
"deir",5339
"cibé",5334
"foilsigh",5319
"údar",5305
"luaigh",5284
"réir",5282
"réiteach",5282
"intinn",5280
"eagraíocht",5274
"naomh",5268
"gníomh",5268
"seacht",5261
"scrúdú",5245
"deara",5227
"riail",5215
"capall",5201
"leaba",5195
"amharc",5191
"socrú",5184
"seas",5176
"cnoc",5165
"maithe",5153
"bua",5151
"eagla",5150
"braith",5141
"dochtúir",5132
"freastal",5105
"fuil",5102
"codladh",5099
"suí",5098
"ainneoin",5096
"dearg",5093
"slán",5088
"imirt",5080
"gáire",5070
"treoir",5043
"siopa",5026
"tuismitheoir",5022
"neart",5021
"fírinne",5018
"páirteach",5014
"cuí",5012
"comhair",4993
"tagairt",4990
"aer",4983
"aithin",4979
"pictiúr",4976
"gluaiseacht",4972
"scríbhneoir",4971
"glan",4964
"leas",4957
"garda",4957
"i_rith",4956
"rún",4955
"cinn",4950
"fianaise",4949
"bog",4933
"sliabh",4932
"gníomhaíocht",4926
"tionchar",4926
"téarma",4911
"réidh",4905
"baol",4901
"fáilte",4894
"breith",4893
"idirnáisiúnta",4888
"uachtarán",4884
"breathnú",4863
"aontaithe",4853
"ré",4846
"nollaig",4833
"triúr",4791
"leigheas",4749
"foinse",4739
"beagán",4733
"suíomh",4714
"s",4680
"leasú",4674
"fosta",4670
"maraigh",4660
"i_lár",4658
"bualadh",4653
"iontas",4645
"oifigiúil",4618
"carr",4598
"dalta",4597
"laistigh",4582
"pleanáil",4571
"sinn",4557
"ceangal",4552
"geal",4549
"filíocht",4549
"fógra",4543
"coinnigh",4540
"cion",4532
"i_gcoinne",4513
"sinn_féin",4507
"cúnamh",4494
"modh",4487
"imithe",4485
"oifigeach",4484
"creideamh",4474
"staidéar",4470
"in_aice",4466
"os_cionn",4462
"irish",4456
"láithreach",4446
"tiarna",4446
"iarthar",4446
"luach",4442
"géar",4434
"deo",4405
"a_lán",4403
"feachtas",4391
"dáiríre",4390
"comhalta",4386
"comhar",4384
"marbh",4382
"anam",4382
"glas",4382
"droim",4381
"liam",4364
"greim",4363
"comhaontú",4358
"brath",4355
"teagasc",4351
"ciarraí",4351
"taithí",4346
"troid",4344
"toil",4343
"imreoir",4333
"seoladh",4330
"próiseas",4326
"fágáil",4325
"éadach",4319
"costas",4317
"luí",4309
"aonar",4297
"forbartha",4285
"déanach",4276
"radharc",4249
"deimhin",4245
"máirtín",4242
"taighde",4238
"guth",4236
"éileamh",4235
"parlaimint",4216
"más",4214
"suíochán",4204
"nuachtán",4200
"oidhreacht",4182
"airgeadas",4178
"abhainn",4172
"ciall",4162
"buí",4151
"gar",4144
"dár",4131
"coimeád",4121
"dearmad",4108
"coinníoll",4108
"deoch",4107
"fágtha",4098
"pearsanta",4097
"álainn",4097
"airde",4095
"aoine",4092
"saghas",4074
"slua",4066
"ordú",4063
"casadh",4060
"polaitíocht",4057
"cumhacht",4052
"banc",4030
"polaitiúil",4029
"fo-alt",4029
"iníon",4006
"caitliceach",4004
"tuaigh",4002
"soiléir",3983
"gnáth",3975
"nuacht",3969
"formhór",3958
"satharn",3948
"nóiméad",3933
"litríocht",3927
"spórt",3927
"doire",3917
"síocháin",3912
"ráiteas",3912
"bláth",3910
"daonna",3901
"diabhal",3900
"oscail",3900
"margadh",3884
"gael",3879
"caighdeán",3878
"fianna_fáil",3869
"club",3863
"toghchán",3855
"ceannais",3852
"cuimhnigh",3850
"breandán",3850
"coinne",3848
"feabhas",3847
"dualgas",3833
"ainmhí",3832
"tuath",3830
"spéis",3827
"ciallaigh",3813
"ithe",3812
"fuinneog",3810
"trasna",3805
"tí",3795
"stop",3792
"taca",3792
"tugtha",3791
"suigh",3781
"deartháir",3779
"malairt",3772
"gaelach",3767
"vóta",3754
"scaoil",3751
"a_thuilleadh",3737
"duais",3735
"os_comhair",3728
"fostaíocht",3723
"mall",3722
"institiúid",3709
"teorainn",3706
"leagtha",3701
"stáisiún",3682
"fiafraigh",3682
"glúin",3682
"ceannaire",3682
"bealtaine",3681
"sean",3681
"pé",3676
"ábalta",3672
"liosta",3668
"bris",3659
"saighdiúir",3657
"dochar",3657
"cothrom",3657
"oibriú",3644
"breathnaigh",3636
"euro",3619
"colm",3618
"bainisteoir",3614
"aigne",3606
"tuarascáil",3601
"caisleán",3600
"dúil",3596
"áirigh",3594
"caibidil",3589
"leathan",3579
"fill",3567
"poll",3565
"eoin",3555
"bhuel",3552
"faisnéis",3543
"t",3543
"iasc",3540
"méadú",3540
"naoi",3539
"riachtanas",3537
"cumarsáid",3537
"ceannach",3537
"tagtha",3530
"ocht",3529
"ospidéal",3529
"tábhacht",3529
"socraigh",3526
"balla",3524
"chuige",3521
"ó_thuaidh",3513
"bó",3512
"ionsaí",3508
"buaigh",3506
"teagmháil",3502
"rté",3501
"leanúint",3499
"meitheamh",3497
"imir",3491
"mála",3487
"imní",3484
"aird",3475
"trá",3475
"ceapadh",3466
"rialta",3465
"aníos",3464
"cruthú",3461
"deontas",3460
"taispeáin",3460
"scil",3448
"bille",3448
"tionscnamh",3435
"fógair",3430
"tuilleadh",3427
"dearcadh",3425
"insint",3425
"taitin",3423
"cló",3416
"glór",3415
"feidhmiú",3410
"peil",3402
"cruthaigh",3397
"nóta",3397
"conamara",3393
"tagair",3385
"oiliúint",3379
"stiúrthóir",3375
"scríofa",3372
"brian",3367
"ginearálta",3366
"cois",3365
"áis",3360
"mínigh",3350
"buíochas",3346
"cloigeann",3343
"easpa",3342
"comhrá",3340
"milliún",3339
"luan",3333
"paróiste",3329
"scór",3323
"suite",3319
"poblacht",3315
"carraig",3307
"imeachtaí",3302
"riachtanach",3299
"spéir",3298
"londain",3296
"titim",3296
"trua",3286
"earra",3285
"raidió",3276
"oireachtas",3271
"gleann",3271
"co.",3266
"bosca",3265
"ráite",3264
"galar",3256
"deacracht",3249
"cathaoirleach",3244
"leor",3238
"port",3236
"sín",3232
"ócáid",3231
"saoirse",3230
"séamas",3229
"máistir",3227
"gearán",3226
"cuideachta",3225
"márta",3225
"bac",3218
"gaol",3213
"tada",3206
"íseal",3203
"cloisteáil",3203
"cath",3202
"samhain",3201
"cruinn",3195
"tuaidh",3195
"son",3165
"aithint",3161
"clé",3159
"timpeallacht",3159
"daingean",3158
"oscailt",3153
"fuar",3153
"éan",3145
"foirgneamh",3143
"beagnach",3141
"rua",3141
"cuspóir",3139
"comhartha",3135
"gasúr",3130
"adhmad",3124
"cothú",3124
"peadar",3120
"tionscal",3118
"iarrthóir",3116
"aidhm",3111
"teip",3110
"c",3109
"briseadh",3104
"trom",3101
"crua",3099
"éineacht",3086
"aitheantas",3076
"cinntiú",3075
"tom",3075
"freagair",3070
"nollag",3065
"fuinneamh",3065
"aonad",3060
"oscailte",3057
"ioncam",3053
"ceannas",3044
"caidreamh",3044
"traidisiún",3041
"punt",3038
"muna",3038
"míniú",3030
"iomaí",3024
"athraigh",3013
"muire",3007
"cee",2991
"ráta",2991
"triail",2991
"taoiseach",2984
"ligean",2983
"urlár",2975
"dún_na_ngall",2973
"nádúrtha",2973
"óige",2970
"oibrigh",2965
"fórsa",2959
"pós",2957
"ciúin",2952
"n",2951
"michael",2940
"io",2939
"cuidiú",2937
"cum",2936
"aibreán",2935
"béim",2927
"ór",2926
"mó",2920
"theas",2914
"dóthain",2911
"eachtra",2905
"coitianta",2904
"ardú",2903
"damhsa",2895
"ceannaigh",2880
"mothaigh",2878
"lios",2875
"craiceann",2873
"anuraidh",2873
"on",2870
"babhta",2868
"domhanda",2865
"comhdháil",2861
"gorm",2860
"eanáir",2854
"cál",2844
"uaireanta",2836
"buille",2832
"tóir",2824
"ceilteach",2822
"madra",2822
"cosc",2821
"déanaí",2819
"cuimhin",2818
"eolaíocht",2817
"sasanach",2813
"micheál",2813
"go_ceann",2803
"suntasach",2781
"long",2775
"rialachán",2774
"agallamh",2767
"taispeántas",2765
"cleachtadh",2763
"méad",2762
"bainistíocht",2760
"óstán",2759
"roghnaigh",2751
"cósta",2749
"stad",2743
"tionscadal",2739
"giolla",2733
"ionadh",2725
"tadhg",2718
"comhairleoir",2708
"simplí",2704
"binn",2704
"rinn",2690
"machnamh",2687
"lasmuigh",2686
"gairid",2683
"ról",2679
"teastáil",2679
"bunúsach",2678
"sroich",2673
"dóchas",2668
"fine_gael",2667
"teannta",2661
"polaiteoir",2658
"óir",2655
"teachta",2654
"ealaíontóir",2654
"anonn",2654
"bunscoil",2651
"taistil",2649
"éifeachtach",2646
"scoláire",2640
"amhail",2638
"móra",2636
"pól",2635
"gunna",2634
"cúrsach",2632
"príosún",2626
"ord",2618
"faire",2617
"gearmáin",2614
"foras",2613
"gloine",2613
"aisteach",2610
"seal",2610
"muc",2607
"cat",2603
"cruth",2603
"dúshlán",2597
"smacht",2595
"bráid",2592
"d",2590
"pósta",2589
"i_gceann",2577
"seilbh",2577
"teas",2567
"bronn",2567
"cumhachta",2560
"tall",2560
"anocht",2559
"bailiú",2554
"críost",2550
"comhthéacs",2549
"ith",2546
"tg4",2541
"faitíos",2541
"vótáil",2535
"in_éadan",2534
"príobháideach",2532
"féar",2532
"cultúrtha",2529
"iasacht",2528
"aniar",2528
"faighte",2524
"iriseoir",2524
"tae",2522
"luimneach",2517
"le_go",2516
"póca",2514
"tairbhe",2511
"bailigh",2510
"díth",2508
"fionn",2508
"breithiúnas",2507
"náisiún",2506
"corn",2505
"cluais",2504
"b",2504
"léitheoir",2503
"miste",2494
"snámh",2494
"cosúlacht",2491
"ardaigh",2490
"cuidigh",2483
"glaoch",2472
"neamhspleách",2471
"ros",2466
"eol",2465
"cnámh",2464
"easpag",2463
"bus",2461
"comhluadar",2458
"cása",2456
"uachtar",2454
"aistriú",2453
"muir",2452
"praghas",2450
"críochnaigh",2448
"druga",2445
"smaoinigh",2442
"séipéal",2441
"ríocht",2438
"spreag",2438
"sliocht",2432
"feirm",2432
"foilsiú",2431
"áthas",2430
"aifreann",2430
"dona",2429
"bréag",2428
"beartas",2427
"gairm",2426
"fadó",2425
"léargas",2425
"comparáid",2425
"dobhar",2423
"feirmeoir",2418
"filleadh",2416
"cine",2415
"caiteachas",2414
"pósadh",2414
"spáinn",2413
"cóip",2407
"gearradh",2406
"bhur",2405
"dearbhú",2403
"planda",2400
"fiann",2397
"locht",2394
"spás",2393
"clúdach",2388
"cárta",2388
"nic",2385
"ionas",2383
"ollamh",2382
"éasca",2380
"aimsiú",2380
"cosanta",2378
"tuill",2378
"lag",2376
"togra",2376
"gníomhú",2375
"bainne",2372
"araon",2370
"uladh",2369
"iris",2369
"bróg",2365
"áth",2362
"curaclam",2362
"ciste",2361
"éist",2357
"maigh_eo",2356
"éifeacht",2353
"múineadh",2351
"ó_dheas",2349
"aontaigh",2348
"caol",2347
"gruaig",2341
"lúnasa",2341
"díospóireacht",2341
"airigh",2340
"muinín",2337
"traidisiúnta",2337
"ullmhú",2337
"stíl",2333
"bainte",2333
"cáilíocht",2331
"oiriúnach",2330
"siúil",2321
"saoire",2316
"feoil",2316
"cuan",2316
"iniúchadh",2313
"deirfiúr",2310
"geimhreadh",2309
"úrscéal",2309
"tír_chonaill",2308
"taispeáint",2306
"mícheál",2303
"eagras",2301
"dorcha",2299
"tábhairne",2298
"stádas",2294
"moill",2291
"tarlú",2285
"frainc",2282
"feabhra",2280
"póilín",2280
"tosú",2280
"saothrú",2279
"sruth",2277
"díriú",2276
"ais",2273
"caora",2267
"reachtaíocht",2265
"diúltaigh",2265
"marú",2263
"tíortha",2261
"foláir",2256
"scríbhneoireacht",2255
"samhlaigh",2252
"ceadúnas",2249
"aiste",2249
"ireland",2248
"scoth",2244
"gluaisteán",2244
"joe",2236
"eacnamaíocht",2235
"áine",2234
"fearg",2232
"amárach",2228
"mara",2226
"straitéis",2224
"cathaoir",2224
"leanúnach",2222
"deisceart",2220
"misneach",2218
"at",2216
"comharsa",2215
"réim",2212
"dónall",2209
"meon",2208
"buidéal",2207
"breac",2206
"réigiún",2202
"chun_go",2202
"táille",2202
"laghdú",2195
"comhlíonadh",2187
"éadan",2181
"slat",2179
"freagairt",2179
"blas",2179
"ocras",2179
"barúil",2177
"rian",2170
"ceathrar",2165
"gradam",2164
"struchtúr",2163
"comhréir",2160
"difríocht",2153
"difriúil",2152
"drámaíocht",2150
"comóradh",2147
"binse",2139
"that",2137
"coimisinéir",2134
"draíocht",2133
"furasta",2133
"mainistir",2132
"achar",2129
"albain",2125
"seanduine",2121
"báisteach",2120
"im",2119
"cré",2118
"daonra",2114
"bríd",2113
"franc",2109
"aisling",2107
"traein",2106
"bearna",2102
"conradh_na_gaeilge",2101
"g",2098
"lear",2097
"déileáil",2094
"protastúnach",2093
"téama",2088
"amú",2084
"pléigh",2083
"iúil",2081
"freagrach",2080
"móin",2079
"barra",2079
"cainteoir",2078
"athbhreithniú",2074
"tairiscint",2073
"dícheall",2072
"spiorad",2071
"sásamh",2067
"diarmaid",2067
"ráth",2066
"aistriúchán",2065
"ruairí",2065
"séamus",2062
"bráthair",2062
"johnny",2061
"ceoltóir",2057
"staid",2056
"teann",2054
"alban",2052
"eagarthóir",2049
"dírigh",2049
"droichead",2047
"fostóir",2043
"olltoghchán",2039
"abairt",2038
"tobar",2036
"oirthear",2035
"bunús",2027
"mín",2020
"traenáil",2017
"ceiliúradh",2015
"buntáiste",2014
"aisteoir",2014
"brón",2014
"fásta",2014
"mary",2013
"it",2012
"rannóg",2008
"cros",2008
"muiris",2006
"amharclann",2005
"íosa",2001
"m",1996
"á",1995
"luaite",1995
"leabharlann",1993
"tobann",1993
"deoir",1985
"sárú",1983
"faoiseamh",1982
"earnáil",1981
"cnuasach",1981
"cathal",1980
"gort",1980
"aodh",1971
"boladh",1966
"dúiche",1966
"can",1963
"laoch",1963
"sos",1960
"béile",1958
"cúiteamh",1958
"arán",1958
"tóin",1955
"ola",1953
"gearóid",1953
"cúramach",1950
"scáth",1943
"dr",1940
"leithscéal",1940
"scrios",1939
"fál",1939
"sidenote",1936
"iomaíocht",1936
"sách",1935
"íomhá",1934
"sochaí",1933
"anall",1933
"monarcha",1932
"maigh",1932
"scaoileadh",1932
"rince",1931
"bunadh",1930
"ceadaigh",1928
"eacnamaíoch",1926
"pearsa",1925
"bagairt",1924
"síol",1923
"cíos",1923
"infheistíocht",1923
"bolg",1923
"prionsabal",1923
"sonra",1921
"luigh",1920
"breitheamh",1919
"trádáil",1918
"etc",1916
"magadh",1915
"dírithe",1914
"tríocha",1914
"déardaoin",1911
"mullach",1911
"gléas",1910
"spreagadh",1908
"seanchas",1902
"fíon",1900
"géill",1897
"sochar",1897
"todhchaí",1894
"sinsear",1894
"bliantúil",1894
"turasóireacht",1887
"fód",1886
"raon",1882
"uirlis",1877
"beartaithe",1874
"geata",1874
"tomhas",1872
"maoiniú",1872
"éag",1870
"gnóthach",1870
"báire",1869
"fiacail",1867
"cailleadh",1867
"measúnú",1866
"néill",1864
"gnách",1861
"meall",1861
"cúinne",1856
"aimsigh",1852
"coitinne",1847
"gualainn",1845
"máirt",1844
"iarann",1843
"scéala",1842
"tor",1840
"caomhnú",1839
"scríbhinn",1837
"gealach",1831
"béaloideas",1831
"maireachtáil",1829
"eoghan",1829
"trioblóid",1828
"iascaireacht",1826
"imeall",1826
"inné",1822
"staighre",1822
"uafásach",1820
"tromlach",1819
"críostaí",1817
"ubh",1814
"slándáil",1814
"cladach",1811
"buan",1811
"seosamh",1809
"cuimhneamh",1809
"fiontar",1809
"teicneolaíocht",1808
"páirtiú",1804
"conaire",1803
"aithris",1801
"cruinne",1801
"folamh",1795
"david",1791
"admhaigh",1790
"saibhir",1786
"casta",1780
"coimhlint",1779
"earrach",1778
"tirim",1775
"sneachta",1773
"óglach",1769
"liteartha",1768
"soláthair",1767
"fairsing",1766
"feiscint",1766
"ucht",1765
"asal",1765
"cistin",1757
"marc",1756
"limistéar",1755
"ceacht",1751
"tuarastal",1750
"líonadh",1750
"tógtha",1750
"briathar",1750
"téacs",1749
"dílis",1748
"cáilithe",1745
"seoirse",1739
"ceird",1739
"lárnach",1738
"uafás",1736
"pá",1735
"séasúr",1734
"acmhainneach",1733
"tiománaí",1731
"buartha",1731
"talmhaíocht",1727
"lonnaithe",1723
"liúntas",1722
"figiúr",1721
"i_dteannta",1721
"reifreann",1719
"nocht",1718
"cáiliúil",1718
"bruach",1717
"e",1717
"tost",1716
"mealladh",1715
"briste",1715
"cian",1714
"thuas",1713
"meiriceánach",1712
"maide",1712
"iomarca",1710
"r",1706
"gairdín",1705
"réalta",1700
"dabht",1698
"nóra",1698
"untitled",1697
"cabhrú",1697
"naofa",1697
"iomchuí",1697
"faic",1696
"lua",1696
"donn",1692
"uaigh",1691
"claí",1690
"urlabhra",1689
"you",1687
"eagrán",1687
"méar",1687
"léitheoireacht",1687
"feabhsú",1686
"ógraidh",1686
"liath",1684
"dúnta",1680
"tacú",1679
"taifead",1679
"ádh",1673
"áras",1671
"ceangailte",1668
"gaeilgeoir",1666
"sábháil",1665
"idirlíon",1664
"ardán",1663
"fuaim",1662
"feadair",1661
"garbh",1658
"daonlathach",1657
"bunreacht",1657
"tithíocht",1654
"san",1651
"céadaoin",1648
"art",1646
"braon",1646
"dian",1643
"suaimhneas",1641
"saoránach",1640
"i.e.",1639
"sonrach",1639
"george",1638
"bronnadh",1638
"halla",1638
"síle",1634
"rúnaí",1634
"ceal",1632
"eibhlín",1631
"fáinne",1630
"dealramh",1629
"pinsean",1627
"aos",1627
"stór",1625
"namhaid",1623
"an_clár",1622
"cónaithe",1621
"sprioc",1619
"deonach",1619
"leagan_amach",1618
"stairiúil",1617
"ní_ba",1613
"nigh",1611
"pingin",1610
"bogadh",1608
"tiomáint",1607
"gránna",1606
"folach",1605
"meánscoil",1605
"eagrú",1603
"glaoigh",1600
"riarachán",1600
"caillte",1599
"grianghraf",1596
"léacht",1593
"forleathan",1590
"leataobh",1589
"iondúil",1588
"carachtar",1588
"freagracht",1587
"ciarán",1587
"donncha",1585
"ard_mhacha",1580
"forseachtmhogha",1579
"cosain",1579
"ceathrú",1576
"aonach",1575
"fostaithe",1574
"tapa",1574
"ollmór",1574
"ae",1573
"rath",1571
"dromchla",1570
"micil",1569
"tosnaigh",1569
"dála",1568
"coill",1568
"iompaigh",1565
"sóisialach",1565
"ós",1564
"ira",1563
"h",1562
"contúirt",1560
"éalú",1560
"taisteal",1557
"cairt",1555
"grinn",1554
"chí",1553
"aistrigh",1552
"roghnú",1552
"tréan",1552
"láithreán",1550
"lón",1548
"me",1548
"las",1546
"oir",1546
"ríomhaire",1544
"míleata",1543
"leitir",1541
"colainn",1540
"bertie",1535
"e.g.",1535
"anáil",1534
"gréasán",1534
"ualach",1533
"comhionannas",1532
"scor",1532
"peann",1531
"comhsaol",1531
"comhoibriú",1530
"acmhainn",1529
"reilig",1529
"múin",1528
"pat",1524
"be",1524
"náire",1524
"saibhreas",1521
"cm",1520
"ionadaí",1519
"tinneas",1518
"éadrom",1517
"caoineadh",1516
"róimh",1515
"cúlra",1514
"greann",1514
"sealadach",1513
